shortcode,date,title,price_mxn,price_usd,is_sold,caption_preview,url
By53V22ptfe,2019-06-19,"$$$ Gibson Les Paul 1958 ""R8"" Custom Shop Historic 2016 $$$",,,NO,"guitarshome   354w $$$ Gibson Les Paul 1958 ""R8"" Custom Shop Historic 2016 $$$ #",https://www.instagram.com/p/By53V22ptfe/
By3PzFdpQgB,2019-06-18,"$$$ Gibson Les Paul 1958 ""R8"" Custom Shop Historic 2016 $$$",,,NO,"guitarshome   354w $$$ Gibson Les Paul 1958 ""R8"" Custom Shop Historic 2016 $$$ #",https://www.instagram.com/p/By3PzFdpQgB/
By36LYKp9hu,2019-06-19,Suhr Badger 18 Amp Head!!!,,,NO,"guitarshome   354w Suhr Badger 18 Amp Head!!! *** 27,999 *** #guitarshome #guita",https://www.instagram.com/p/By36LYKp9hu/
By1YWmsJA5F,2019-06-18,$$$ SUHR $$$,,,NO,guitarshome   354w $$$ SUHR $$$ #guitarshome #guitar #suhr #suhrcustom #modern #,https://www.instagram.com/p/By1YWmsJA5F/
By1DvJjJHf1,2019-06-17,Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine (30th Anniversary) Chocolate 3-color Sunburst!!,69999,,NO,guitarshome   354w Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine ,https://www.instagram.com/p/By1DvJjJHf1/
By0yL3jpdDB,2019-06-17,Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine (30th Anniversary) Chocolate 3-color Sunburst!!,69999,,NO,guitarshome   354w Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine ,https://www.instagram.com/p/By0yL3jpdDB/
By0OQn4pW1J,2019-06-17,Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine (30th Anniversary) Chocolate 3-color Sunburst!!,69999,,NO,guitarshome   354w Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine ,https://www.instagram.com/p/By0OQn4pW1J/
By-L5o1JRXm,2019-06-21,Ernie Ball Music Man Luke III HSS - Bhodi Blue,38999,,NO,"guitarshome   354w Ernie Ball Music Man Luke III HSS - Bhodi Blue *** $38,999 **",https://www.instagram.com/p/By-L5o1JRXm/
Bxz574vlrQm,2019-05-23,Fender American Elite Jazz Bass V Natural !!!,36999,,NO,"guitarshome   358w Fender American Elite Jazz Bass V Natural !!! *** $36,999 ***",https://www.instagram.com/p/Bxz574vlrQm/
BxymHADFvZs,2019-05-23,Fender Stratocaster Custom Shop Limited Edition NAMM Mischief Maker Pink Paisley Heavy Relic (RARETelecaster Neck),77999,,NO,guitarshome   358w Fender Stratocaster Custom Shop Limited Edition NAMM Mischief,https://www.instagram.com/p/BxymHADFvZs/
BxySMMVFfJp,2019-05-23,,75999,,NO,guitarshome   358w Fender Custom Shop NAMM Limited Edition 1957 Heavy Relic Stra,https://www.instagram.com/p/BxySMMVFfJp/
Bxxe3LCFWJ8,2019-05-22,NEW Paisley's Stratocaster Custom Shop!!!,,,NO,guitarshome   358w NEW Paisley's Stratocaster Custom Shop!!! #guitarshome #guita,https://www.instagram.com/p/Bxxe3LCFWJ8/
Bxx84T-FZLX,2019-05-22,New Awesome Fender Dealer Select Stratocaster PInk Paisley Custom Shop Limited Edition 1961 !!!,75999,,NO,guitarshome   358w New Awesome Fender Dealer Select Stratocaster PInk Paisley Cu,https://www.instagram.com/p/Bxx84T-FZLX/
BxvBtS9FMZu,2019-05-21,New GIbson Les Paul 2018 Abalone Súper Limited Edition (Only 25 worldwide),85999,,NO,guitarshome   358w New GIbson Les Paul 2018 Abalone Súper Limited Edition (Only ,https://www.instagram.com/p/BxvBtS9FMZu/
BxkBuZVlt09,2019-05-17,Fender Telecaster American Select Malaysian Blackwood & Birdseye Maple HH!!!,35999,,NO,guitarshome   359w Fender Telecaster American Select Malaysian Blackwood & Birds,https://www.instagram.com/p/BxkBuZVlt09/
BxiAD5Elyi-,2019-05-16,Edited,36999,,NO,guitarshome   Edited • 359w Fender Telecaster American Select Malaysian Blackwoo,https://www.instagram.com/p/BxiAD5Elyi-/
Bxi5XclFXs1,2019-05-17,Fender Telecaster American Select Malaysian Blackwood & Birdseye Maple HH!!!,35999,,NO,guitarshome   359w Fender Telecaster American Select Malaysian Blackwood & Birds,https://www.instagram.com/p/Bxi5XclFXs1/
BxgVPy8FGS1,2019-05-16,"Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!!",79999,,NO,"guitarshome   359w Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!! *** $79,99",https://www.instagram.com/p/BxgVPy8FGS1/
BxfyJGnln8o,2019-05-15,"Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!!!",79999,,NO,"guitarshome   359w Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!!! *** $79,9",https://www.instagram.com/p/BxfyJGnln8o/
Bxfbk0PFrtb,2019-05-15,"Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!!!",79999,,NO,"guitarshome   359w Gibson Les Paul 1958 ""R8"" Dirty Lemon Burst 2016!!! *** $79,9",https://www.instagram.com/p/Bxfbk0PFrtb/
BxdsDf4FMKL,2019-05-15,"Ernie Ball Music Man Luke III ""BFR"" Ball Family Reserve Blueberry Busrt HH !!!",55999,,NO,"guitarshome   359w Ernie Ball Music Man Luke III ""BFR"" Ball Family Reserve Blueb",https://www.instagram.com/p/BxdsDf4FMKL/
BxdMK7WlkLC,2019-05-14,Gibson Les Paul Signature T 2013 Trans Black!!,30999,,NO,"guitarshome   359w Gibson Les Paul Signature T 2013 Trans Black!! *** $30,999 **",https://www.instagram.com/p/BxdMK7WlkLC/
Bxcw05vlIcs,2019-05-14,New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash Green Smokeburst!!!,89999,,NO,guitarshome   359w New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash G,https://www.instagram.com/p/Bxcw05vlIcs/
BxbIZpBlsl_,2019-05-14,New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash Green Smokeburst!!,89999,,NO,guitarshome   359w New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash G,https://www.instagram.com/p/BxbIZpBlsl_/
BxaRowqldLY,2019-05-13,New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash Green Smokeburst!!!,89999,,NO,guitarshome   359w New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash G,https://www.instagram.com/p/BxaRowqldLY/
Bxa6CroF8Zn,2019-05-13,New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash Green Smokeburst!!,89999,,NO,guitarshome   359w New PRS Wood Library 10 top Custom 24 Semi-Hollow 2018 Mash G,https://www.instagram.com/p/Bxa6CroF8Zn/
Bx_X74_JJyh,2019-05-28,Fender Telecaster Custom Shop Teambuilt Namm Limited Edition Relic Double TV Jones Silver!!,61999,,NO,guitarshome   357w Fender Telecaster Custom Shop Teambuilt Namm Limited Edition ,https://www.instagram.com/p/Bx_X74_JJyh/
Bx_FSK7pjR9,2019-05-28,Fender Custom Shop Namm Telecaster Double TV Jones Limited Edition Silver Relic!!!,61999,,NO,guitarshome   357w Fender Custom Shop Namm Telecaster Double TV Jones Limited Ed,https://www.instagram.com/p/Bx_FSK7pjR9/
BxVDpzsFNID,2019-05-11,Grestch G6118T-LIV Players Limited Anniversary Edition!!!,42999,,NO,guitarshome   360w Grestch G6118T-LIV Players Limited Anniversary Edition!!! ***,https://www.instagram.com/p/BxVDpzsFNID/
BxSmqvuFPIX,2019-05-10,New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Edition Heavy Relic Black!!!,74999,,NO,guitarshome   360w New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Ed,https://www.instagram.com/p/BxSmqvuFPIX/
BxQkv0xF8vV,2019-05-09,New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Edition Heavy Relic Black!!!,74999,,NO,guitarshome   360w New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Ed,https://www.instagram.com/p/BxQkv0xF8vV/
BxQRj5_FNhQ,2019-05-09,New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Edition Heavy Relic !!!,74999,,NO,guitarshome   360w New Fender Stratocaster Custom Shop 1957 Namm 2018 Limited Ed,https://www.instagram.com/p/BxQRj5_FNhQ/
BxPw1Utlk3_,2019-05-09,New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with Private Stock Upgrades!!,85999,,NO,guitarshome   360w New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with P,https://www.instagram.com/p/BxPw1Utlk3_/
BxNd1JVlhJZ,2019-05-08,MCi Custom Guitars Scott Sheldon (Hybrid) Tele/Les Paul 59 Old Woods Hand Made Brazilian Rosewood!!!,27999,,NO,guitarshome   360w MCi Custom Guitars Scott Sheldon (Hybrid) Tele/Les Paul 59 Ol,https://www.instagram.com/p/BxNd1JVlhJZ/
BxNOubHlS3H,2019-05-08,New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with Private Stock Upgrades!!!,85999,,NO,guitarshome   360w New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with P,https://www.instagram.com/p/BxNOubHlS3H/
BxN9aC6lX74,2019-05-08,MCi Custom Guitars Scott Sheldon Hybrid Tele/Les Paul 59 Old Woods Brazilian Rosewood!!!,27999,,NO,guitarshome   360w MCi Custom Guitars Scott Sheldon Hybrid Tele/Les Paul 59 Old ,https://www.instagram.com/p/BxN9aC6lX74/
BxLlz5_lA86,2019-05-08,A darle con todo !!!,,,NO,guitarshome   360w A darle con todo @lalofunk7 !!! #somosfanko #guitarshome #gui,https://www.instagram.com/p/BxLlz5_lA86/
BxLlnPll0db,2019-05-08,Éxito en esta nueva etapa grandes músicos!!!,,,NO,guitarshome   360w Éxito en esta nueva etapa @somosfanko grandes músicos!!! @gui,https://www.instagram.com/p/BxLlnPll0db/
BxLHvnGFdj7,2019-05-07,New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with Private Stock upgrades!!!,85999,,NO,guitarshome   360w New PRS Wood Library 10 top Custom 24 Exotic Mun Ebony with P,https://www.instagram.com/p/BxLHvnGFdj7/
BxKmD0IlRzZ,2019-05-07,Gibson Les Paul Custom 2003 Ebony Black Beauty!!,56999,,NO,"guitarshome   360w Gibson Les Paul Custom 2003 Ebony Black Beauty!! *** $56,999 ",https://www.instagram.com/p/BxKmD0IlRzZ/
BxIoerpl7mw,2019-05-06,Awesome New Gibson Les Paul Custom Abalone Super Limited Edition Sparkle Blue 25 pieces worldwide!!,85999,,NO,guitarshome   360w Awesome New Gibson Les Paul Custom Abalone Super Limited Edit,https://www.instagram.com/p/BxIoerpl7mw/
BxI7tuml89A,2019-05-06,Gibson Les Paul Custom 2003 Ebony Black Beauty!!!,56999,,NO,"guitarshome   360w Gibson Les Paul Custom 2003 Ebony Black Beauty!!! *** $56,999",https://www.instagram.com/p/BxI7tuml89A/
BxGxASClD2t,2019-05-06,New Gibson BB King Lucille Custom Limited Edition!!,64999,,NO,"guitarshome   361w New Gibson BB King Lucille Custom Limited Edition!! *** $64,9",https://www.instagram.com/p/BxGxASClD2t/
BxFynOolbdl,2019-05-05,Charvel San Dimas 1996 Custom Mahogany Honduras and Birdseye Maple neck!!,35999,,NO,guitarshome   361w Charvel San Dimas 1996 Custom Mahogany Honduras and Birdseye ,https://www.instagram.com/p/BxFynOolbdl/
BxDTwzllS-b,2019-05-04,Edited,41999,,NO,"guitarshome   Edited • 361w Charvel EVH Made in USA Art Series Collection Red, B",https://www.instagram.com/p/BxDTwzllS-b/
BxD47lSFzHm,2019-05-05,"Charvel EVH Art Series Red, Black and White!!!",41999,,NO,"guitarshome   361w Charvel EVH Art Series Red, Black and White!!! *** $41,999 **",https://www.instagram.com/p/BxD47lSFzHm/
BxC6Je0Fwhu,2019-05-04,PRS Studio Black Gold Burst!,54999,,NO,"guitarshome   361w PRS Studio Black Gold Burst! *** $54,999 *** #guitarshome #gu",https://www.instagram.com/p/BxC6Je0Fwhu/
BxBPH4Gp7F6,2019-05-03,PRS Studio Black Gold Burst!!!,54999,,NO,"guitarshome   361w PRS Studio Black Gold Burst!!! *** $54,999 *** #guitarshome #",https://www.instagram.com/p/BxBPH4Gp7F6/
BxAvoN-Jsy7,2019-05-03,PRS Studio Black Gold Burst!!!,54999,,NO,"guitarshome   361w PRS Studio Black Gold Burst!!! *** $54,999 *** #guitarshome #",https://www.instagram.com/p/BxAvoN-Jsy7/
Bx8pNCxpdnC,2019-05-27,Gibson Les Paul Joe Bonamassa Tomato Soup 150 worldwide!!!,59999,,NO,guitarshome   358w Gibson Les Paul Joe Bonamassa Tomato Soup 150 worldwide!!! **,https://www.instagram.com/p/Bx8pNCxpdnC/
Bx8SEbnJmzi,2019-05-26,Gibson Les Paul Joe Bonamassa Tomato Soup only 150 Limited edition!!!,59999,,NO,guitarshome   358w Gibson Les Paul Joe Bonamassa Tomato Soup only 150 Limited ed,https://www.instagram.com/p/Bx8SEbnJmzi/
Bx7zNdPJ7UV,2019-05-26,"Gibson Les Paul Joe Bonamassa ""Tomato Soup Burst"" Limited Edition 150 pieces only!! (A true Les Paul from the '60s)",59999,,NO,"guitarshome   358w Gibson Les Paul Joe Bonamassa ""Tomato Soup Burst"" Limited Edi",https://www.instagram.com/p/Bx7zNdPJ7UV/
Bx6b2eWJdlf,2019-05-26,NEW Fender Stratocaster Custom Shop 1969 Hss Heavy Relic 2018 Candy Apple Red!!,70999,,NO,guitarshome   358w NEW Fender Stratocaster Custom Shop 1969 Hss Heavy Relic 2018,https://www.instagram.com/p/Bx6b2eWJdlf/
Bx5xnxqJlnY,2019-05-25,New Fender Stratocaster 1957 custom shop Fiesta red 2018 Hss!!,70999,,NO,guitarshome   358w New Fender Stratocaster 1957 custom shop  Fiesta red 2018 Hss,https://www.instagram.com/p/Bx5xnxqJlnY/
Bx5eV39JREO,2019-05-25,New Fender Stratocaster Custom Shop 1962 HSS Tangerine Sparkle Heavy Relic 2018 !!!,70999,,NO,guitarshome   358w New Fender Stratocaster Custom Shop 1962 HSS Tangerine Sparkl,https://www.instagram.com/p/Bx5eV39JREO/
Bx5IflFpoDT,2019-05-25,,70999,,NO,guitarshome   358w New 2018 Fender Stratocaster Hss Heavy Relic Custom Shop *** ,https://www.instagram.com/p/Bx5IflFpoDT/
Bx3e0tIJAo5,2019-05-25,Strat 60th 1954 Commemorative Anniversary!!!,27999,,NO,"guitarshome   358w Strat 60th 1954 Commemorative Anniversary!!! *** $27,999 *** ",https://www.instagram.com/p/Bx3e0tIJAo5/
Bx3GW33J-Jr,2019-05-24,Fender Stratocaster 60th Anniversary Conmemorative '54 Sunburst!!!,27999,,NO,guitarshome   358w Fender Stratocaster 60th Anniversary Conmemorative '54 Sunbur,https://www.instagram.com/p/Bx3GW33J-Jr/
Bx2koMmptnQ,2019-05-24,Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 tone Sunburst!!!,67999,,NO,guitarshome   358w Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 t,https://www.instagram.com/p/Bx2koMmptnQ/
Bx20NmkpiY4,2019-05-24,Awesome Fender 60th Anniversary Commemorative '54 Stratocaster Sunburst (Great Specs),27999,,NO,guitarshome   358w Awesome Fender 60th Anniversary Commemorative '54 Stratocaste,https://www.instagram.com/p/Bx20NmkpiY4/
Bx0g3yZpDdd,2019-05-23,Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 tone Sunburst Double Binding!!!,68999,,NO,guitarshome   358w Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 t,https://www.instagram.com/p/Bx0g3yZpDdd/
Bx07r3Ol3DQ,2019-05-24,Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 Tone Sunburst Double Binding!!!,68999,,NO,guitarshome   358w Fender Custom Shop Telecaster Custom 1960 Relic Chocolate 3 T,https://www.instagram.com/p/Bx07r3Ol3DQ/
Bx-obpcJpEH,2019-05-27,Fender Custom Shop Teambuilt NAMM Double TV Jones Telecaster Relic Silver Limited Edition (Matching Head),61999,,NO,guitarshome   357w Fender Custom Shop Teambuilt NAMM Double TV Jones Telecaster ,https://www.instagram.com/p/Bx-obpcJpEH/
BwvXvRglY1Y,2019-04-27,Suhr Moder Pro Límited Edition Charcoal Burst!!,57999,,NO,"guitarshome   362w Suhr Moder Pro Límited Edition Charcoal Burst!! *** $57,999 *",https://www.instagram.com/p/BwvXvRglY1Y/
BwusuIOlmFn,2019-04-26,Suhr Modern Pro Límited Edition Charcoal Burst!!,57999,,NO,"guitarshome   362w Suhr Modern Pro Límited Edition Charcoal Burst!! *** $57,999 ",https://www.instagram.com/p/BwusuIOlmFn/
Bwu_sr8lyty,2019-04-26,Suhr Modern Pro Límited Edition Charcoal Burst!!,57999,,NO,"guitarshome   362w Suhr Modern Pro Límited Edition Charcoal Burst!! *** $57,999 ",https://www.instagram.com/p/Bwu_sr8lyty/
BwsaR0elmt4,2019-04-25,Suhr Classic Pro HSS 2018 Sonic Blue!!,45999,,NO,"guitarshome   362w Suhr Classic Pro HSS 2018 Sonic Blue!! *** $45,999 *** #guita",https://www.instagram.com/p/BwsaR0elmt4/
BwsFbAlFhl6,2019-04-25,Suhr Classic Pro Hss 2018 Sonic Blue!!,45999,,NO,"guitarshome   362w Suhr Classic Pro Hss 2018 Sonic Blue!! *** $45,999 *** #guita",https://www.instagram.com/p/BwsFbAlFhl6/
BwryX6zFsQh,2019-04-25,Fender Stratocaster Stevie Ray Vaughan SRV 3 - tone Sunburst!!,27999,,NO,guitarshome   362w Fender Stratocaster Stevie Ray Vaughan SRV 3 - tone Sunburst!,https://www.instagram.com/p/BwryX6zFsQh/
BwqX6WHlneD,2019-04-25,Fender SRV Stevie Ray Vaughan Stratocaster 3- tone Sunburst!!,27999,,NO,guitarshome   362w Fender SRV Stevie Ray Vaughan Stratocaster 3- tone Sunburst!!,https://www.instagram.com/p/BwqX6WHlneD/
BwqHh-TlLa7,2019-04-25,Fender Stevie Ray Vaughan (SRV) Stratocaster 3- Tone Sunburst!!,27999,,NO,guitarshome   362w Fender Stevie Ray Vaughan (SRV) Stratocaster 3- Tone Sunburst,https://www.instagram.com/p/BwqHh-TlLa7/
BwnQCplFCpF,2019-04-23,"Charvel Custom EVH ""Black Race Stripes""",44999,,NO,"guitarshome   362w Charvel Custom EVH ""Black Race Stripes"" *** $44,999 *** #guit",https://www.instagram.com/p/BwnQCplFCpF/
BwlBJPBlrG7,2019-04-23,Fender Jaguar Johnny Marr Metallic KO!!,31999,,NO,"guitarshome   362w Fender Jaguar Johnny Marr Metallic KO!! *** $31,999 *** #guit",https://www.instagram.com/p/BwlBJPBlrG7/
BwkwO54lO5q,2019-04-22,Fender Jaguar Johnny Marr Metallic KO!!,31999,,NO,"guitarshome   362w Fender Jaguar Johnny Marr Metallic KO!! *** $31,999 *** #guit",https://www.instagram.com/p/BwkwO54lO5q/
BwhxzmXl4s4,2019-04-21,New 2018 Fender Stratocaster HSS Heavy Relic Custom Shop,70999,,NO,guitarshome   363w New 2018 Fender Stratocaster HSS Heavy Relic Custom Shop 🤘🤘🤘 ,https://www.instagram.com/p/BwhxzmXl4s4/
BwgRmRsF3xX,2019-04-21,Edited,79999,,NO,guitarshome   Edited • 363w NEW Gibson Les Paul Custom Silver Burst Limited Edit,https://www.instagram.com/p/BwgRmRsF3xX/
BwfQm3qlegA,2019-04-20,New Gibson Custom Limited Edition Les Paul Custom Silver Burst!!,79999,,NO,guitarshome   363w New Gibson Custom Limited Edition Les Paul Custom Silver Burs,https://www.instagram.com/p/BwfQm3qlegA/
BwcYf_Hlest,2019-04-19,New Gibson Es-335 Light Burst!!,53999,,NO,"guitarshome   363w New Gibson Es-335 Light Burst!! *** $53,999 *** #guitarshome ",https://www.instagram.com/p/BwcYf_Hlest/
BwaPqxdlepM,2019-04-18,"Fender Jaguar American Vintage 1965 ""Avri"" 65 FSR Sonic Blue!!",35999,,NO,"guitarshome   363w Fender Jaguar American Vintage 1965 ""Avri"" 65 FSR Sonic Blue!",https://www.instagram.com/p/BwaPqxdlepM/
BwYb986lmdK,2019-04-18,Duesenberg Starplayer TV Plus (+piezo)!!!,49999,,NO,"guitarshome   363w Duesenberg Starplayer TV Plus (+piezo)!!! *** $49,999 *** #gu",https://www.instagram.com/p/BwYb986lmdK/
BwYMDvql6GS,2019-04-18,Duesenberg Starplayer TV Custom!!,49999,,NO,"guitarshome   363w Duesenberg Starplayer TV Custom!! *** $49,999 *** #guitarshom",https://www.instagram.com/p/BwYMDvql6GS/
BwXes6xFTI-,2019-04-17,,49999,,NO,guitarshome   363w $$$ Duesenberg *** Starplayer Tv Custom & Starplayer TV Plus ,https://www.instagram.com/p/BwXes6xFTI-/
BwXU9gdlQpI,2019-04-17,,,,SI,guitarshome   363w SOLD!!! #guitarshome #guitar #gibson #gibsonlatino #335 #toba,https://www.instagram.com/p/BwXU9gdlQpI/
BwXQABSFc2f,2019-04-17,Gibson Es-335 Custom Shop 2006 Tobacco Burst!!,41999,,NO,"guitarshome   363w Gibson Es-335 Custom Shop 2006 Tobacco Burst!! *** $41,999 **",https://www.instagram.com/p/BwXQABSFc2f/
BwVSRIWFxnF,2019-04-16,New Fender Telecaster Custom Shop Caballo Tono Ligero Limited Edition Heavy Relic - Ash Aged Vintage Blonde!!!,74999,,NO,guitarshome   363w New Fender Telecaster Custom Shop Caballo Tono Ligero Limited,https://www.instagram.com/p/BwVSRIWFxnF/
BwUuOLSl2qx,2019-04-16,New Fender Telecaster Custom Shop Caballo Tono Ligero Limited Edition Heavy Relic - Ash Aged Vintage Blonde!!!,74999,,NO,guitarshome   363w New Fender Telecaster Custom Shop Caballo Tono Ligero Limited,https://www.instagram.com/p/BwUuOLSl2qx/
BwU_17Tlpko,2019-04-16,New Fender Telecaster Custom Shop Caballo Tono Ligero Limited Edition Heavy Relic - Ash Aged Vintage Blonde!!,74999,,NO,guitarshome   363w New Fender Telecaster Custom Shop Caballo Tono Ligero Limited,https://www.instagram.com/p/BwU_17Tlpko/
BwTJuFIlt7c,2019-04-16,PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!!!,55999,,NO,guitarshome   363w PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!!!,https://www.instagram.com/p/BwTJuFIlt7c/
BwSx_7SFdKk,2019-04-15,PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!!!,55999,,NO,guitarshome   363w PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!!!,https://www.instagram.com/p/BwSx_7SFdKk/
BwSfey0ls2W,2019-04-15,PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!!,55999,,NO,guitarshome   363w PRS Custom 24 Goldtop Limited Edition Hybrid Gold Hardware!! ,https://www.instagram.com/p/BwSfey0ls2W/
BwQsw9KFBtg,2019-04-15,Fender Stratocaster Custom Shop 1969 Relic Olympic White!!,59999,,NO,guitarshome   364w Fender Stratocaster Custom Shop 1969 Relic Olympic White!! **,https://www.instagram.com/p/BwQsw9KFBtg/
BwQIrcEFCDm,2019-04-14,Fender Stratocaster Custom Shop 1969 Relic Olympic White!!,59999,,NO,guitarshome   364w Fender Stratocaster Custom Shop 1969 Relic Olympic White!! **,https://www.instagram.com/p/BwQIrcEFCDm/
BwNwTi4Fz5c,2019-04-13,Fender Stratocaster 1960 Custom Shop 30th Anniversary Relic Time Machine Chocolate 3-color Sunburst !!!,69999,,NO,guitarshome   364w Fender Stratocaster 1960 Custom Shop 30th Anniversary Relic T,https://www.instagram.com/p/BwNwTi4Fz5c/
BwNTjUzFcvV,2019-04-13,Fender Stratocaster Custom Shop 1960 Relic Time Machine (30th Anniversary)!!,69999,,NO,guitarshome   364w Fender Stratocaster Custom Shop 1960 Relic Time Machine (30th,https://www.instagram.com/p/BwNTjUzFcvV/
BwM-gvnF0Sr,2019-04-13,Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine (30th Anniversary) Chocolate 3-color Sunburst!!!,69999,,NO,guitarshome   364w Fender Stratocaster 2017 Custom Shop 1960 Relic Time Machine ,https://www.instagram.com/p/BwM-gvnF0Sr/
BwIO8isl4sW,2019-04-11,Fender Custom Shop Jazz Bass 1966 Journeyman Relic Ice Blue Metallic!!!,54999,,NO,guitarshome   364w Fender Custom Shop Jazz Bass 1966 Journeyman Relic Ice Blue M,https://www.instagram.com/p/BwIO8isl4sW/
BwH2Zh0FpcX,2019-04-11,Fender Custom Shop Jazz Bass 1966 Journeyman Relic Ice Blue Metallic!!!,54999,,NO,guitarshome   364w Fender Custom Shop Jazz Bass 1966 Journeyman Relic Ice Blue M,https://www.instagram.com/p/BwH2Zh0FpcX/
BwFk9RZFMw4,2019-04-10,Takamine GC3-CE Natural Nylon Electro-acustica con hard case!!,8999,,NO,guitarshome   364w Takamine GC3-CE Natural Nylon Electro-acustica con hard case!,https://www.instagram.com/p/BwFk9RZFMw4/
BwF4leKlIQ2,2019-04-10,Takamine GC3-CE Nylon Electro-Acustica con Hard Case!!,8999,,NO,guitarshome   364w Takamine GC3-CE Nylon Electro-Acustica con Hard Case!! *** $8,https://www.instagram.com/p/BwF4leKlIQ2/
BwDHe0FFn1W,2019-04-09,New Taylor 224ce-K Dlx 2019!!,35300,,NO,"guitarshome   364w New Taylor 224ce-K Dlx 2019!! *** $35,300 *** #guitarshome #g",https://www.instagram.com/p/BwDHe0FFn1W/
BwCTnn7l_1E,2019-04-09,NEW Taylor 224ce-K Dlx 2019!!!,35300,,NO,"guitarshome   364w NEW Taylor 224ce-K Dlx 2019!!! *** $35,300 *** #guitarshome #",https://www.instagram.com/p/BwCTnn7l_1E/
BwAkYaRlTzC,2019-04-08,Suhr Custom Classic Quilt Top Trans Amber Honey!!,59999,,NO,"guitarshome   364w Suhr Custom Classic Quilt Top Trans Amber Honey!! *** $59,999",https://www.instagram.com/p/BwAkYaRlTzC/
BwALxszlf5R,2019-04-08,Suhr Custom Classic Quilt Top Trans Amber Honey!!!,59999,,NO,"guitarshome   364w Suhr Custom Classic Quilt Top Trans Amber Honey!!! *** $59,99",https://www.instagram.com/p/BwALxszlf5R/
Bw9_2mTlHO7,2019-05-02,Fender Stratocaster American Standard 2001 Sunbusrt with extra switch upgrade!!!,17300,,NO,guitarshome   361w Fender Stratocaster American Standard 2001 Sunbusrt with extr,https://www.instagram.com/p/Bw9_2mTlHO7/
Bw8dgUDlFeq,2019-05-02,New PRS John Mayer Silver Sky - Onyx!!,48999,,NO,"guitarshome   361w New PRS John Mayer Silver Sky - Onyx!! *** $48,999 *** #guita",https://www.instagram.com/p/Bw8dgUDlFeq/
Bw8KxN_Ff89,2019-05-02,New PRS John Mayer Silver Sky - Onyx!!!,48999,,NO,"guitarshome   361w New PRS John Mayer Silver Sky - Onyx!!! *** $48,999 *** #guit",https://www.instagram.com/p/Bw8KxN_Ff89/
Bw7eDRel5dP,2019-05-01,New PRS John Mayer Silver Sky - Onyx!!!,48999,,NO,"guitarshome   361w New PRS John Mayer Silver Sky - Onyx!!! *** $48,999 *** #guit",https://www.instagram.com/p/Bw7eDRel5dP/
Bw5PwbRFPA8,2019-04-30,Carvin SCB6 Ebony Black!!,21999,,NO,"guitarshome   361w Carvin SCB6 Ebony Black!! *** $21,999 *** #guitarshome #guita",https://www.instagram.com/p/Bw5PwbRFPA8/
Bw4k5Xtltz_,2019-04-30,New PRS Wood Library Custom 24 Semi-Hollow 10 top Fire Red Burst!!,89999,,NO,guitarshome   361w New PRS Wood Library Custom 24 Semi-Hollow 10 top Fire Red Bu,https://www.instagram.com/p/Bw4k5Xtltz_/
